pkSeqID,proto,saddr,sport,daddr,dport,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,attack,category,subcategory
3320160,udp,192.168.100.148,11590,192.168.100.3,80,167232,0.6452899999999999,100,2.7703830000000003,4,3.682103,100,0.0,0.725201,4.17223,1,DDoS,UDP
3223138,udp,192.168.100.147,265,192.168.100.3,80,70210,0.82191,100,2.982348,4,3.983968,100,0.0,0.931492,4.995533999999999,1,DDoS,UDP
3577195,udp,192.168.100.150,47923,224.0.0.251,5353,4259,0.0,18,0.0,4,0.0,21,0.0,0.0,0.0,0,Normal,Normal
877869,udp,192.168.100.149,793,192.168.100.5,80,260595,0.018149,100,4.089529,4,4.107678,100,0.0,0.241706,4.125828,1,DoS,UDP
965533,udp,192.168.100.147,49071,192.168.100.7,80,86099,0.433525,64,1.421882,4,2.391003,64,0.0,0.40419,2.596659,1,DoS,UDP
866412,udp,192.168.100.149,57336,192.168.100.5,80,249135,0.338931,100,4.103378,4,4.388819,100,0.0,0.231593,4.865011,1,DoS,UDP
3576918,udp,192.168.100.147,52216,8.8.8.8,53,4308,0.0,12,0.00745,2,0.00745,10,0.0,0.0,0.00745,0,Normal,Normal
3576916,udp,192.168.100.147,57830,192.168.217.2,53,4137,0.0,12,0.0,4,0.0,8,0.0,0.399842,0.0,0,Normal,Normal
3113056,udp,192.168.100.149,53942,192.168.100.3,80,222278,1.655845,47,0.0,4,2.0289,100,0.0,0.411076,4.055975,1,DDoS,UDP
3577206,udp,192.168.100.148,44023,192.168.217.2,53,4285,0.0,20,0.0,4,0.0,20,0.0,0.4,0.0,0,Normal,Normal
3577347,udp,192.168.100.3,52681,205.251.195.59,53,3784,0.0,74,0.283913,2,0.283913,2,0.0,0.0,0.283913,0,Normal,Normal
3577177,udp,192.168.100.3,4454,216.239.34.10,53,3408,0.0,6,0.143152,2,0.143152,1,0.0,0.0,0.143152,0,Normal,Normal
2407366,tcp,192.168.100.147,37384,192.168.100.3,80,231826,0.083782,100,2.881238,1,2.999343,100,0.0,0.415595,3.06653,1,DDoS,TCP
2190141,tcp,192.168.100.148,20268,192.168.100.3,80,14593,1.401794,81,0.0,1,2.422695,100,0.2958159999999999,0.465877,3.380475,1,DDoS,TCP
3576994,udp,192.168.100.46,3456,192.168.100.5,80,6,0.009367,6,4.947263,2,4.962133000000001,7,17.942644,17.942644,4.999143,0,Normal,Normal
3576962,udp,192.168.100.147,35795,224.0.0.251,5353,14546,0.0,12,0.0,4,0.0,24,0.0,0.0,0.0,0,Normal,Normal
3459399,udp,192.168.100.148,43020,192.168.100.3,80,44318,0.6604359999999999,100,2.725323,4,3.658741000000001,100,0.0,0.730481,4.153965,1,DDoS,UDP
3577342,udp,192.168.100.3,13875,205.251.197.206,53,3776,0.0,74,0.0104099999999999,2,0.0104099999999999,2,0.0,0.0,0.0104099999999999,0,Normal,Normal
3576967,udp,192.168.100.147,44248,224.0.0.251,5353,14561,0.0,12,0.0,4,0.0,24,0.0,0.0,0.0,0,Normal,Normal
3577211,udp,192.168.100.148,56826,8.8.8.8,53,6382,0.0,20,0.007017,2,0.007017,15,0.0,0.0,0.007017,0,Normal,Normal
3577314,udp,192.168.100.3,42905,192.12.94.30,53,3720,0.0,74,0.166014,2,0.166014,4,0.0,0.0,0.166014,0,Normal,Normal
1195765,udp,192.168.100.147,10346,192.168.100.7,80,54176,0.310407,100,3.102789,4,3.586922,100,0.0,0.2173199999999999,3.968649,1,DoS,UDP
3351562,udp,192.168.100.148,30539,192.168.100.3,80,198634,1.2837889999999998,76,1.412821,4,3.228017,100,0.0,0.7240840000000001,4.166761,1,DDoS,UDP
3576887,udp,192.168.100.149,51838,27.124.125.250,123,11,0.0,26,0.048565,2,0.048565,1,0.0,0.0,0.048565,0,Normal,Normal
3576986,udp,192.168.100.5,58787,192.168.100.1,53,22201,0.0,7,0.0001899999999999,2,0.0001899999999999,7,0.0,0.0,0.0001899999999999,0,Normal,Normal
2619640,tcp,192.168.100.148,41702,192.168.100.3,80,181953,0.090767,100,0.0,1,0.064182,100,0.0,0.0873289999999999,0.192545,1,DDoS,TCP
3260312,udp,192.168.100.147,23822,192.168.100.3,80,107384,0.8227639999999999,100,2.980246,4,3.983294,100,0.0,1.003074,4.995533999999999,1,DDoS,UDP
2099598,tcp,192.168.100.147,59341,192.168.100.3,80,186204,1.520836,60,0.0,1,2.596467,100,0.189124,0.5136850000000001,3.740358,1,DDoS,TCP
3577093,udp,192.168.100.149,36033,192.168.217.2,53,11613,0.0,12,0.0,4,0.0,9,0.0,0.399843,0.0,0,Normal,Normal
3576890,arp,192.168.100.1,-1,192.168.100.27,-1,15,0.0,2,0.000367,2,0.000367,1,0.0,0.0,0.000367,0,Normal,Normal
3576939,udp,192.168.100.3,65040,199.7.83.42,53,8729,0.0,20,0.015493,2,0.015493,2,0.0,0.0,0.015493,0,Normal,Normal
3577204,udp,192.168.100.150,51417,192.168.217.2,53,4283,0.0,11,0.0,4,0.0,20,0.0,0.399825,0.0,0,Normal,Normal
340937,tcp,192.168.100.148,62566,192.168.100.6,80,77307,0.007945,100,0.0,1,0.00644,100,0.053047,0.164396,0.0176039999999999,1,DoS,TCP
3577247,udp,192.168.100.149,41448,8.8.8.8,53,23596,0.0,9,0.0073209999999999,2,0.0073209999999999,15,0.0,0.0,0.0073209999999999,0,Normal,Normal
3577324,udp,192.168.100.3,29264,205.251.193.205,53,3732,0.0,74,0.320741,2,0.320741,2,0.0,0.0,0.320741,0,Normal,Normal
3576982,udp,192.168.100.148,47113,8.8.8.8,53,16883,0.0,12,0.0069819999999999,2,0.0069819999999999,10,0.0,0.0,0.0069819999999999,0,Normal,Normal
3613110,tcp,192.168.100.147,51005,192.168.100.3,1022,18550,0.0,100,0.000332,1,0.000332,100,0.0,0.0,0.000332,1,Reconnaissance,Service_Scan
3577250,udp,192.168.100.3,18535,202.12.27.33,53,26869,0.0,29,0.162404,2,0.162404,2,0.0,0.0,0.162404,0,Normal,Normal
3577144,udp,192.168.100.148,55575,192.168.217.2,53,27535,0.0,14,0.0,4,0.0,18,0.0,0.399996,0.0,0,Normal,Normal
1857405,tcp,192.168.100.148,55662,192.168.100.3,80,206164,0.0,100,0.31098,1,0.31098,100,0.0,3.215641,0.31098,1,DDoS,TCP
262490,tcp,192.168.100.150,834,192.168.100.3,80,261065,0.0,100,0.148044,1,0.148044,100,0.0,6.754747999999999,0.148044,1,DoS,TCP
2651772,udp,192.168.100.147,21978,192.168.100.3,80,23155,0.455146,100,3.988245,4,4.338542,100,0.0,0.8391370000000001,4.981351999999999,1,DDoS,UDP
1608066,udp,192.168.100.147,9759,192.168.100.7,80,204324,1.7807810000000002,91,0.0,4,2.180978,91,0.0,0.272015,3.646218,1,DoS,UDP
1214074,udp,192.168.100.150,42523,192.168.100.3,80,72485,1.853573,100,0.0,4,3.274992,100,0.0,0.460163,4.968684,1,DoS,UDP
3576910,udp,192.168.100.150,56854,255.255.255.255,1124,4094,0.0,14,0.0,4,0.0,2,0.0,0.0,0.0,0,Normal,Normal
3576969,udp,192.168.100.149,38008,224.0.0.251,5353,14565,0.0,9,0.0,4,0.0,24,0.0,0.0,0.0,0,Normal,Normal
3576895,udp,192.168.100.7,138,192.168.100.255,138,104,1.6e-05,2,6.1e-05,4,7.7e-05,1,0.0,0.0041189999999999,9.3e-05,0,Normal,Normal
1784345,tcp,192.168.100.148,37441,192.168.100.3,80,133104,0.110095,100,0.0,1,0.110095,100,0.0,0.206196,0.22019,1,DDoS,TCP
3577341,udp,192.168.100.3,45138,156.154.101.3,53,3771,0.0,74,0.01171,2,0.01171,2,0.0,0.0,0.01171,0,Normal,Normal
2056801,tcp,192.168.100.147,48117,192.168.100.3,80,143407,1.754727,31,0.0,1,2.477185,100,0.0,0.362367,3.843302,1,DDoS,TCP
3577325,udp,192.168.100.3,10000,199.7.83.42,53,3733,0.0,74,0.0150509999999999,2,0.0150509999999999,2,0.0,0.0,0.0150509999999999,0,Normal,Normal
1753860,tcp,192.168.100.148,30169,192.168.100.3,80,102619,0.042155,100,0.165416,1,0.207571,100,0.0966,0.2898,0.249726,1,DDoS,TCP
3577333,udp,192.168.100.3,57683,205.251.193.2,53,3760,0.0,74,0.314735,2,0.314735,2,0.0,0.0,0.314735,0,Normal,Normal
3577003,udp,192.168.100.149,35541,27.124.125.250,123,1217,0.0,12,0.049033,2,0.049033,4,0.0,0.0,0.049033,0,Normal,Normal
3577213,udp,192.168.100.147,52696,8.8.8.8,53,7408,0.0,11,0.007284,2,0.007284,15,0.0,0.0,0.007284,0,Normal,Normal
3577240,udp,192.168.100.147,52166,8.8.8.8,53,20388,0.0,11,0.0074959999999999,2,0.0074959999999999,15,0.0,0.0,0.0074959999999999,0,Normal,Normal
3576914,udp,192.168.100.150,52938,8.8.8.8,53,4139,0.0,14,0.00725,2,0.00725,10,0.0,0.0,0.00725,0,Normal,Normal
3576940,udp,192.168.100.3,36332,199.7.83.42,53,8730,0.0,20,0.01513,2,0.01513,2,0.0,0.0,0.01513,0,Normal,Normal
3318577,udp,192.168.100.150,63179,192.168.100.3,80,165649,1.925149,79,0.0,4,2.722502,100,0.0,0.4904409999999999,4.100626,1,DDoS,UDP
155897,tcp,192.168.100.148,45953,192.168.100.6,80,154420,0.010422,100,0.0,3,0.006017,100,0.0,0.1234519999999999,0.024068,1,DoS,TCP
1191537,udp,192.168.100.147,7201,192.168.100.7,80,49948,0.4876149999999999,100,2.669514,4,3.480742,100,0.0,0.217503,3.972662,1,DoS,UDP
3577166,tcp,192.168.100.46,80,192.168.100.5,80,2,0.00779,3,4.950446,2,4.966989,3,0.0,19.933466,4.999296,0,Normal,Normal
3577081,udp,192.168.100.27,58999,192.168.100.1,53,9550,0.197141,4,0.180918,2,0.378059,12,0.00085,0.00085,0.5752,0,Normal,Normal
3114731,udp,192.168.100.149,54824,192.168.100.3,80,223953,1.913989,100,0.0,4,2.706788,100,0.0,0.493345,4.063185,1,DDoS,UDP
3576966,udp,192.168.100.147,54674,224.0.0.251,5353,14557,0.0,12,0.0,4,0.0,24,0.0,0.0,0.0,0,Normal,Normal
240575,tcp,192.168.100.150,50637,192.168.100.3,80,239098,0.0,100,0.190136,1,0.190136,100,0.0,5.259393,0.190136,1,DoS,TCP
1515874,udp,192.168.100.149,49179,192.168.100.5,80,112131,0.077612,100,3.283863,4,3.353501,100,0.0,0.283854,3.479765,1,DoS,UDP
143400,tcp,192.168.100.150,23730,192.168.100.3,80,141923,0.002172,52,0.10347,1,0.105641,52,0.0366279999999999,0.109883,0.107813,1,DoS,TCP
3577192,udp,192.168.100.147,55276,224.0.0.251,5353,4255,0.0,18,0.0,4,0.0,21,0.0,0.0,0.0,0,Normal,Normal
1854773,tcp,192.168.100.150,46570,192.168.100.3,80,203532,0.0,68,0.0,3,0.0,100,0.0,0.0,0.0,1,DDoS,TCP
3577124,udp,192.168.100.150,48574,8.8.8.8,53,19483,0.0,18,0.0071709999999999,2,0.0071709999999999,19,0.0,0.0,0.0071709999999999,0,Normal,Normal
3577146,udp,192.168.100.149,54809,8.8.8.8,53,28592,0.0,14,0.007206,2,0.007206,19,0.0,0.0,0.007206,0,Normal,Normal
3577089,tcp,192.168.100.147,51128,52.11.124.117,443,10608,0.0,6,0.822892,6,0.822892,4,15.797942,17.013168,0.822892,0,Normal,Normal
3577096,udp,192.168.100.150,54036,192.168.217.2,53,12685,0.0,14,0.0,4,0.0,9,0.0,0.399802,0.0,0,Normal,Normal
3577129,udp,192.168.100.147,38514,192.168.217.2,53,22453,0.0,18,0.0,4,0.0,18,0.0,0.400012,0.0,0,Normal,Normal
336823,tcp,192.168.100.147,2984,192.168.100.7,80,73193,0.0,100,0.0,3,0.0,100,0.0,0.1136549999999999,0.0,1,DoS,TCP
2693494,udp,192.168.100.148,26479,192.168.100.3,80,64877,0.297511,100,3.5044800000000005,4,3.92513,100,0.0,0.604408,4.143178,1,DDoS,UDP
3577208,arp,192.168.100.150,-1,192.168.100.1,-1,5337,2.6e-05,11,7.8e-05,2,0.000111,10,0.003126,0.003126,0.00014,0,Normal,Normal
2630676,udp,192.168.100.147,3999,192.168.100.3,80,2059,1.736196,100,0.0,4,3.007153,100,0.0,0.837764,4.02146,1,DDoS,UDP
3577112,udp,192.168.100.147,57554,8.8.8.8,53,14452,0.017699,18,0.144709,2,0.162408,19,28.253374,250000.0,0.180107,0,Normal,Normal
3121367,udp,192.168.100.149,58147,192.168.100.3,80,230589,1.913716,83,0.0,4,2.706403,100,0.0,0.493382,4.061776999999999,1,DDoS,UDP
3577190,udp,192.168.100.148,46789,224.0.0.251,5353,4250,0.0,14,0.0,4,0.0,21,0.0,0.0,0.0,0,Normal,Normal
324447,tcp,192.168.100.147,65160,192.168.100.7,80,60817,0.0,70,0.0,3,0.0,70,0.0,0.115531,0.0,1,DoS,TCP
3577336,udp,192.168.100.3,8333,199.19.56.1,53,3766,0.0,74,0.258123,2,0.258123,2,0.0,0.0,0.258123,0,Normal,Normal
3577237,udp,192.168.100.147,42779,192.168.217.2,53,17499,0.0,11,0.0,4,0.0,20,0.0,0.399832,0.0,0,Normal,Normal
2743424,udp,192.168.100.148,39196,192.168.100.3,80,114807,0.871862,86,2.757757,4,3.91917,100,0.0,0.6199640000000001,4.858422,1,DDoS,UDP
2755727,udp,192.168.100.150,18249,192.168.100.3,80,127110,2.043854,100,0.0,4,2.8753490000000004,100,0.0,0.394849,4.568528,1,DDoS,UDP
1660633,tcp,192.168.100.148,3838,192.168.100.3,80,9392,0.005307,53,0.0,1,0.005307,100,0.0,0.207203,0.010614,1,DDoS,TCP
3577229,udp,192.168.100.150,41144,192.168.217.2,53,17425,0.0,11,0.0,4,0.0,20,0.0,0.400081,0.0,0,Normal,Normal
3576892,udp,192.168.100.150,58360,192.168.217.2,53,18,0.0,3,0.0,4,0.0,4,0.0,0.399984,0.0,0,Normal,Normal
3577040,udp,192.168.100.7,138,192.168.100.255,138,3293,3.1e-05,5,0.000148,4,0.0001909999999999,5,0.0,0.003432,0.000222,0,Normal,Normal
709812,udp,192.168.100.147,40493,192.168.100.7,80,92535,1.225218,88,0.0,4,1.727813,88,0.0,0.344007,2.750802,1,DoS,UDP
3577279,udp,192.168.100.3,52372,205.251.198.119,53,3664,0.0,29,0.342369,2,0.342369,1,0.0,0.0,0.342369,0,Normal,Normal
3577317,udp,192.168.100.3,7368,205.251.199.61,53,3725,0.0,74,0.352041,2,0.352041,1,0.0,0.0,0.352041,0,Normal,Normal
451143,tcp,192.168.100.147,39780,192.168.100.7,80,187514,0.0,83,0.0,3,0.0,83,0.0,0.1580099999999999,0.0,1,DoS,TCP
1843563,tcp,192.168.100.148,52315,192.168.100.3,80,192322,0.0,100,0.0,3,0.0,100,0.0,0.0,0.0,1,DDoS,TCP
1947141,tcp,192.168.100.149,35291,192.168.100.3,80,33744,1.954286,100,0.0,1,2.759761,100,0.0,0.312317,4.26864,1,DDoS,TCP
3577315,udp,192.168.100.3,55844,199.19.57.1,53,3723,0.0,74,0.2155099999999999,2,0.2155099999999999,4,0.0,0.0,0.2155099999999999,0,Normal,Normal
1206695,udp,192.168.100.147,17828,192.168.100.7,80,65106,0.187273,100,3.623974,4,3.81033,100,0.0,0.216711,4.080949,1,DoS,UDP
1157162,udp,192.168.100.150,26678,192.168.100.3,80,15573,1.659992,52,0.0,4,3.441022,52,0.0,0.457901,4.901771,1,DoS,UDP
1922995,tcp,192.168.100.148,9145,192.168.100.3,80,9594,0.054509,100,3.436618,1,3.502889,100,0.088151,0.4022989999999999,3.570114,1,DDoS,TCP
2083664,tcp,192.168.100.149,63889,192.168.100.3,80,170270,1.87487,69,0.0,3,2.649739,100,0.0,0.2541489999999999,4.05748,1,DDoS,TCP
3459930,udp,192.168.100.149,57560,192.168.100.3,80,44849,1.008039,100,1.965537,4,3.3905760000000003,100,0.0,0.490874,4.137155,1,DDoS,UDP
3577352,udp,192.168.100.3,60668,205.251.194.84,53,3789,0.0,74,0.284523,2,0.284523,2,0.0,0.0,0.284523,0,Normal,Normal
1032770,udp,192.168.100.147,62364,192.168.100.7,80,153336,0.021966,78,2.5531080000000004,4,2.5869880000000003,78,0.0,0.386271,2.614861,1,DoS,UDP
2549868,tcp,192.168.100.148,9341,192.168.100.3,80,112181,1.972263,40,0.0,1,1.228813,100,0.0,0.11697,4.6392940000000005,1,DDoS,TCP
3577113,tcp,192.168.100.147,48186,52.201.147.106,443,14456,0.0,18,1.7664259999999998,6,1.7664259999999998,1,6.793378,6.793378,1.7664259999999998,0,Normal,Normal
2048306,tcp,192.168.100.148,48698,192.168.100.3,80,134912,1.605053,100,0.0,1,2.2685,100,0.0,0.274753,3.471474,1,DDoS,TCP
2576041,tcp,192.168.100.147,34120,192.168.100.3,80,138354,0.142481,96,0.0,1,0.082261,100,0.0,0.093347,0.329045,1,DDoS,TCP
3577097,udp,192.168.100.149,55957,8.8.8.8,53,12689,0.0,12,0.007815,2,0.007815,14,0.0,0.0,0.007815,0,Normal,Normal
3576964,udp,192.168.100.148,51781,224.0.0.251,5353,14551,0.0,12,0.0,4,0.0,24,0.0,0.0,0.0,0,Normal,Normal
3577033,tcp,192.168.100.55,8080,192.168.100.3,80,2,0.089902,1,3.560582,2,4.95646,5,18.047676,18.047161,4.999832,0,Normal,Normal
3577179,udp,192.168.100.3,50077,128.63.2.53,53,3414,0.0,6,0.2311099999999999,2,0.2311099999999999,2,0.0,0.0,0.2311099999999999,0,Normal,Normal
1046309,udp,192.168.100.150,9508,192.168.100.3,80,166875,1.790113,100,0.0,4,3.580032,100,0.0,0.446589,4.489659,1,DoS,UDP
1257746,udp,192.168.100.147,43227,192.168.100.7,80,116157,1.817011,100,0.0,4,2.223325,100,0.0,0.211882,3.846496,1,DoS,UDP
1950708,tcp,192.168.100.149,36227,192.168.100.3,80,37311,1.919791,93,0.0,3,2.714977,100,0.0,0.2498639999999999,4.08087,1,DDoS,TCP
2932676,udp,192.168.100.148,54255,192.168.100.3,80,41898,1.276357,85,1.395536,4,3.200567,100,0.0,0.6563260000000001,4.10812,1,DDoS,UDP
3577018,arp,192.168.100.4,-1,192.168.100.7,-1,485,4.1e-05,5,0.00016,2,0.000212,2,0.002751,0.002751,0.000262,0,Normal,Normal
1623503,udp,192.168.100.148,33132,192.168.100.6,80,219761,0.018541,61,3.999299,4,4.02369,61,0.0,0.247755,4.044105,1,DoS,UDP
902290,udp,192.168.100.147,36948,192.168.100.7,80,22856,0.4513029999999999,100,1.374026,4,2.382716,100,0.0,0.404604,2.604928,1,DoS,UDP
1691662,tcp,192.168.100.148,15285,192.168.100.3,80,40421,0.0,70,0.0,3,0.0,100,0.0,0.100253,0.0,1,DDoS,TCP
3576885,arp,192.168.100.1,-1,192.168.100.3,-1,9,2e-06,2,4e-06,2,6e-06,85,0.0008359999999999,0.0008359999999999,7.000000000000001e-06,0,Normal,Normal
3284919,udp,192.168.100.150,57288,192.168.100.3,80,131991,1.929091,100,0.0,4,2.728031,100,0.0,0.490629,4.113804,1,DDoS,UDP
470614,tcp,192.168.100.147,46959,192.168.100.7,80,206985,0.0,100,0.0,3,0.0,100,0.0,0.150988,0.0,1,DoS,TCP
3577194,tcp,192.168.100.3,58258,172.217.25.170,443,3419,0.237046,6,0.005779,6,0.163593,1,0.110874,0.116709,0.571601,0,Normal,Normal
1408898,udp,192.168.100.150,26366,192.168.100.3,80,5155,1.918843,100,0.0,4,3.48746,100,0.0,0.536994,4.822588,1,DoS,UDP
3088203,udp,192.168.100.150,49128,192.168.100.3,80,197425,1.899244,100,0.0,4,2.685934,100,0.0,0.494841,4.032174,1,DDoS,UDP
3577219,ipv6-icmp,fe80::250:56ff:febe:c038,133,ff02::2,0,10181,0.0,1,0.0,8,0.0,3,0.0,0.0,0.0,0,Normal,Normal
3577057,arp,192.168.100.150,-1,192.168.100.1,-1,4338,3.9e-05,14,2.7e-05,2,9e-05,12,0.004076,0.004076,0.000148,0,Normal,Normal
3577010,udp,192.168.100.3,19729,199.7.91.13,53,2289,0.0,23,0.015746,2,0.015746,2,0.0,0.0,0.015746,0,Normal,Normal
3577289,udp,192.168.100.3,56558,192.33.4.12,53,3679,0.0,29,0.168275,2,0.168275,1,0.0,0.0,0.168275,0,Normal,Normal
1257390,udp,192.168.100.148,42267,192.168.100.6,80,115801,2.041574,100,0.0,4,1.665957,100,0.0,0.189771,4.275664,1,DoS,UDP
814779,udp,192.168.100.149,39741,192.168.100.5,80,197502,2.112121,100,0.0,4,2.110967,100,0.0,0.21409,4.320646,1,DoS,UDP
3576975,udp,192.168.100.148,41399,224.0.0.251,5353,14587,0.0,12,0.0,4,0.0,24,0.0,0.0,0.0,0,Normal,Normal
1480312,udp,192.168.100.147,40674,192.168.100.7,80,76569,0.503438,17,2.511342,4,3.379926,17,0.0,0.286979,3.739171,1,DoS,UDP
3577066,udp,192.168.100.148,59210,8.8.8.8,53,5424,0.148552,10,0.150115,2,0.298667,14,3.365791,333333.3125,0.447219,0,Normal,Normal
3577159,udp,192.168.100.150,41729,27.124.125.250,123,32819,0.0,18,0.048631,2,0.048631,2,0.0,0.0,0.048631,0,Normal,Normal
1772554,tcp,192.168.100.150,26143,192.168.100.3,80,121313,0.0,100,0.172353,1,0.172353,100,0.0,5.802046,0.172353,1,DDoS,TCP
3576954,arp,192.168.100.1,-1,192.168.100.4,-1,13062,0.0,3,1.1e-05,2,1.1e-05,1,0.0,0.0,1.1e-05,0,Normal,Normal
3577176,udp,192.168.100.7,138,192.168.100.255,138,2996,8.6e-05,3,1.7e-05,4,0.000132,4,0.0,0.003436,0.000223,0,Normal,Normal
3577016,ipv6-icmp,fe80::250:56ff:febe:c038,133,ff02::2,0,3793,0.0,1,0.0,8,0.0,3,0.0,0.0,0.0,0,Normal,Normal
3577185,udp,192.168.100.149,40537,224.0.0.251,5353,4237,0.0,14,0.0,4,0.0,21,0.0,0.0,0.0,0,Normal,Normal
3611414,tcp,192.168.100.149,47758,192.168.100.3,587,16843,0.0,26,2.263994,1,2.263994,98,2.650184,3.0918810000000003,2.263994,1,Reconnaissance,Service_Scan
3577029,udp,192.168.100.4,43089,91.189.91.157,123,4601,0.0,5,0.221635,2,0.221635,1,0.0,0.0,0.221635,0,Normal,Normal
2610405,tcp,192.168.100.147,46096,192.168.100.3,80,172718,0.12,100,0.0,1,0.156217,100,0.034799,0.139195,0.291748,1,DDoS,TCP
3577020,arp,192.168.100.1,-1,192.168.100.148,-1,4280,0.0,6,5.8e-05,2,5.8e-05,1,0.0,0.0,5.8e-05,0,Normal,Normal
3577049,udp,192.168.100.3,2929,205.251.196.236,53,4030,0.0,23,0.009264,2,0.009264,1,0.0,0.0,0.009264,0,Normal,Normal
3576913,udp,192.168.100.148,33862,192.168.217.2,53,4134,0.0,12,0.0,4,0.0,8,0.0,0.399813,0.0,0,Normal,Normal
2831020,udp,192.168.100.149,40592,192.168.100.3,80,202403,1.7568849999999998,100,0.0,4,2.444994,100,0.0,0.437889,4.050203,1,DDoS,UDP
3577078,udp,192.168.100.3,24460,192.112.36.4,53,5441,0.0,23,0.143069,2,0.143069,2,0.0,0.0,0.143069,0,Normal,Normal
3577235,udp,192.168.100.148,52225,192.168.217.2,53,17492,0.0,20,0.0,4,0.0,20,0.0,0.399982,0.0,0,Normal,Normal
168187,tcp,192.168.100.148,49226,192.168.100.6,80,166710,0.0114709999999999,100,0.0,3,0.006623,100,0.0,0.125343,0.026491,1,DoS,TCP
3577054,arp,192.168.100.4,-1,192.168.100.7,-1,4093,3.2e-05,5,0.0002189999999999,2,0.000264,2,0.002751,0.002751,0.000304,0,Normal,Normal
1497678,udp,192.168.100.147,45639,192.168.100.7,80,93935,1.576262,100,0.0,4,2.730112,100,0.0,0.246321,3.651171,1,DoS,UDP
3577025,udp,192.168.100.7,138,192.168.100.255,138,1991,1.4e-05,5,6.8e-05,4,8.2e-05,5,0.0,0.0041189999999999,9.5e-05,0,Normal,Normal
3577058,udp,192.168.100.150,53344,8.8.8.8,53,4341,0.0,14,0.0075159999999999,2,0.0075159999999999,14,0.0,0.0,0.0075159999999999,0,Normal,Normal
3576891,arp,192.168.100.27,-1,192.168.100.1,-1,16,2.5e-05,2,9.7e-05,2,0.000122,4,0.001755,0.001755,0.000146,0,Normal,Normal
2207515,tcp,192.168.100.147,43710,192.168.100.3,80,31973,1.262236,100,0.0,1,2.183459,100,0.0,0.404292,2.991052,1,DDoS,TCP
3577313,udp,192.168.100.3,33288,192.12.94.30,53,3719,0.0,74,0.165992,2,0.165992,4,0.0,0.0,0.165992,0,Normal,Normal
3576958,udp,192.168.100.148,59441,224.0.0.251,5353,14533,0.0,12,0.0,4,0.0,24,0.0,0.0,0.0,0,Normal,Normal
3384842,udp,192.168.100.149,15532,192.168.100.3,80,231914,1.9357,100,0.0,4,2.736976,100,0.0,0.484655,4.151546,1,DDoS,UDP
3577256,udp,192.168.100.148,46862,8.8.8.8,53,27021,0.0,20,0.007215,2,0.007215,15,0.0,0.0,0.007215,0,Normal,Normal
3577123,udp,192.168.100.150,51525,192.168.217.2,53,19422,0.0,18,0.0,4,0.0,18,0.0,0.39997,0.0,0,Normal,Normal
3577030,arp,192.168.100.1,-1,192.168.100.4,-1,4602,0.0,6,1.2e-05,2,1.2e-05,3,0.0,0.0,1.2e-05,0,Normal,Normal
1204029,udp,192.168.100.147,16122,192.168.100.7,80,62440,0.1245059999999999,100,3.625204,4,3.761983,100,0.0,0.216886,3.906283,1,DoS,UDP
3577119,tcp,192.168.100.4,37642,91.189.92.40,443,16900,0.450007,7,0.2888,1,0.607061,2,0.213635,0.271899,1.243466,0,Normal,Normal
3577105,udp,192.168.100.147,51510,8.8.8.8,53,14025,0.0,18,0.007261,2,0.007261,19,0.0,0.0,0.007261,0,Normal,Normal
3577310,udp,192.168.100.3,30187,205.251.199.194,53,3716,0.0,74,0.340996,2,0.340996,1,0.0,0.0,0.340996,0,Normal,Normal
1134955,udp,192.168.100.148,600,192.168.100.6,80,255522,0.034227,91,3.498514,4,3.549675,91,0.0,0.28043,3.59211,1,DoS,UDP
3577017,tcp,192.168.100.7,139,192.168.100.4,36390,469,1.3e-05,5,2.1e-05,2,3.2e-05,3,0.002751,0.002751,5.3e-05,0,Normal,Normal
1674387,tcp,192.168.100.147,14575,192.168.100.3,80,23146,0.0093569999999999,97,0.0,1,0.0093569999999999,100,0.0,0.210984,0.018715,1,DDoS,TCP
3577334,udp,192.168.100.3,27332,192.41.162.30,53,3764,0.0,74,0.169148,2,0.169148,4,0.0,0.0,0.169148,0,Normal,Normal
3577070,udp,192.168.100.149,57987,8.8.8.8,53,5430,0.000225,12,0.144065,2,0.144295,14,2178.64917,1000000.0,0.144525,0,Normal,Normal
3576926,udp,192.168.100.46,3456,192.168.100.5,80,2,0.231615,6,0.710969,2,4.947584,7,17.633553,17.633553,4.999863,0,Normal,Normal
3606019,udp,192.168.100.147,38760,192.168.100.3,49182,11198,0.0,14,4e-05,4,4e-05,58,0.0,0.0,4e-05,1,Reconnaissance,Service_Scan
3576993,tcp,192.168.100.3,80,192.168.100.55,8080,5,0.006599,20,4.947089,2,4.962064,2,17.942616,17.942616,4.99596,0,Normal,Normal
576669,tcp,192.168.100.149,52550,192.168.100.5,80,50887,0.0,100,0.0,3,0.0,100,0.0,0.055004,0.0,1,DoS,TCP
3576941,udp,192.168.100.3,3144,192.42.93.30,53,8731,0.0,20,0.164297,2,0.164297,1,0.0,0.0,0.164297,0,Normal,Normal
1651896,tcp,192.168.100.147,1760,192.168.100.3,80,655,0.00188,100,0.0,1,0.00188,100,0.0,0.230119,0.00376,1,DDoS,TCP
